# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model
# start_datetime = 2022-12-26 19:45:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/andrew/Library/R/arm64/4.2/library/CmdStanHeaders/examples/bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 1461824762 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = --O0
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 1.12279
# Diagonal elements of inverse mass matrix:
# 0.459917
-7.38001,0.866617,1.12279,1,3,0,7.44663,0.129532
-7.33068,1,1.12279,1,1,0,7.49762,0.133494
-7.03428,0.900287,1.12279,2,3,0,8.17688,0.351462
-6.84077,1,1.12279,1,1,0,6.97931,0.306224
-7.20739,0.856437,1.12279,2,3,0,7.51091,0.144565
-7.30392,0.979947,1.12279,1,1,0,7.3946,0.135745
-6.77294,1,1.12279,2,3,0,7.2073,0.27857
-6.77294,0.869393,1.12279,1,3,0,7.2251,0.27857
-7.37747,0.824409,1.12279,1,3,0,7.62282,0.12973
-7.70246,0.942076,1.12279,1,1,0,7.77358,0.108171
-8.54966,0.810826,1.12279,1,3,0,9.89628,0.518622
-8.83252,0.884648,1.12279,1,1,0,9.56753,0.539657
-6.75376,1,1.12279,1,3,0,8.17419,0.236773
-8.15779,0.68536,1.12279,1,3,0,8.23213,0.486296
-7.05369,1,1.12279,1,1,0,7.76396,0.355042
-6.78005,0.99232,1.12279,1,3,0,7.05635,0.219287
-6.78005,0.779284,1.12279,1,3,0,7.53636,0.219287
-7.11062,0.913635,1.12279,1,3,0,7.19675,0.364979
-8.08616,0.663905,1.12279,1,1,0,8.17803,0.479902
-7.08941,0.998093,1.12279,2,3,0,8.50334,0.157264
-6.8127,1,1.12279,1,3,0,7.01559,0.206935
-6.95235,0.961066,1.12279,1,3,0,7.06542,0.334949
-9.17399,0.560784,1.12279,2,3,0,9.19633,0.055816
-8.80527,1,1.12279,1,1,0,9.3649,0.0649923
-7.99758,1,1.12279,1,1,0,8.75522,0.0932875
-6.77266,0.995855,1.12279,2,3,0,7.94349,0.222958
-6.78571,0.998704,1.12279,2,3,0,6.79117,0.21677
-6.76894,0.975584,1.12279,2,3,0,6.94351,0.225034
-6.78478,0.998236,1.12279,2,3,0,6.78478,0.284866
-8.00743,0.766383,1.12279,2,3,0,8.11447,0.0928458
-6.76672,1,1.12279,2,3,0,7.74713,0.274677
-7.02949,0.564995,1.12279,2,3,0,8.91028,0.350563
-6.86392,1,1.12279,2,3,0,6.99413,0.313135
-6.87012,0.803995,1.12279,2,3,0,7.67035,0.191867
-6.75962,1,1.12279,1,3,0,6.83826,0.231289
-6.80541,0.926924,1.12279,2,3,0,7.12778,0.293852
-6.78996,1,1.12279,1,1,0,6.81246,0.287311
-6.90074,0.960241,1.12279,1,1,0,6.90706,0.322919
-8.46708,0.526302,1.12279,1,1,0,8.48012,0.512146
-6.76694,1,1.12279,1,3,0,7.82037,0.274822
-6.83518,0.833943,1.12279,2,3,0,7.38947,0.304437
-6.83518,0.727865,1.12279,1,1,0,7.32903,0.304437
-6.83518,0.625726,1.12279,1,1,0,7.54606,0.304437
-7.47436,0.778649,1.12279,1,1,0,7.48138,0.4163
-8.00696,0.795888,1.12279,1,1,0,8.26413,0.472626
-6.80952,1,1.12279,2,3,0,7.53558,0.295444
-6.80952,0.919641,1.12279,1,1,0,6.95649,0.295444
-6.94413,0.98171,1.12279,2,3,0,6.94954,0.177648
-6.7739,0.982972,1.12279,2,3,0,6.97446,0.27913
-6.76978,1,1.12279,2,3,0,6.7793,0.276661
-6.76978,0.963466,1.12279,1,1,0,6.83775,0.276661
-6.98798,0.923687,1.12279,1,1,0,6.98813,0.342447
-6.78956,1,1.12279,1,1,0,6.91813,0.287125
-7.4204,0.786306,1.12279,1,1,0,7.42052,0.409611
-6.97412,1,1.12279,1,1,0,7.29628,0.339594
-8.58037,0.512645,1.12279,1,1,0,8.6127,0.52099
-6.79521,1,1.12279,1,3,0,7.8751,0.289646
-6.75252,0.99886,1.12279,2,3,0,6.8036,0.238268
-7.0168,0.933921,1.12279,2,3,0,7.16437,0.16658
-7.18578,0.961727,1.12279,1,1,0,7.22336,0.146712
-7.88775,0.957633,1.12279,2,3,0,7.89236,0.0984317
-6.75626,0.949843,1.12279,1,3,0,7.7714,0.234187
-6.92257,0.95107,1.12279,2,3,0,7.05462,0.181404
-7.56574,0.848214,1.12279,1,3,0,7.87319,0.427115
-8.44031,0.685517,1.12279,1,1,0,8.72132,0.51001
-6.77309,1,1.12279,1,3,0,7.7993,0.278661
-6.99073,0.927668,1.12279,2,3,0,7.10597,0.170311
-6.79956,0.755381,1.12279,2,3,0,8.87395,0.21137
-7.07419,0.927529,1.12279,1,3,0,7.18444,0.358711
-7.07419,0.714775,1.12279,1,1,0,7.62723,0.358711
-6.89111,1,1.12279,1,1,0,7.0402,0.320477
-6.74918,0.880837,1.12279,2,3,0,7.2992,0.25605
-6.75545,0.997906,1.12279,1,1,0,6.75548,0.265443
-6.9372,0.727183,1.12279,2,3,0,7.91186,0.331579
-6.79632,1,1.12279,2,3,0,6.89213,0.290121
-9.35876,0.348352,1.12279,2,3,0,10.8671,0.0518215
-7.04893,0.929465,1.12279,1,3,0,10.3066,0.354175
-7.45636,0.613623,1.12279,2,3,0,8.706,0.123825
-7.69973,0.98578,1.12279,2,3,0,7.80035,0.108326
-7.58028,1,1.12279,1,1,0,7.83176,0.115485
-6.76312,0.991689,1.12279,2,3,0,7.59539,0.228712
-6.93588,0.907417,1.12279,2,3,0,7.27984,0.179056
-6.83198,1,1.12279,2,3,0,6.90302,0.303392
-7.99677,0.629222,1.12279,1,1,0,7.99923,0.471674
-6.81614,1,1.12279,1,3,0,7.82778,0.205857
-6.90534,0.97577,1.12279,1,1,0,6.91266,0.184608
-8.88729,0.706996,1.12279,1,3,0,9.16389,0.0627958
-10.0854,0.90136,1.12279,1,1,0,10.1328,0.0390776
-7.09284,1,1.12279,2,3,0,9.11406,0.361958
-6.8994,1,1.12279,1,1,0,7.05704,0.322584
-7.63444,0.860849,1.12279,2,3,0,7.66193,0.112143
-7.87199,0.96159,1.12279,1,1,0,8.0015,0.0992053
-6.838,1,1.12279,2,3,0,7.59382,0.305346
-7.60152,0.750697,1.12279,2,3,0,8.09238,0.114154
-7.53175,1,1.12279,1,1,0,7.7478,0.118629
-6.75399,1,1.12279,2,3,0,7.42078,0.263823
-8.77714,0.574223,1.12279,1,3,0,8.80365,0.535669
-7.27626,0.975232,1.12279,2,3,0,9.5832,0.138154
-8.59408,0.863526,1.12279,1,3,0,8.6058,0.0711219
-6.7899,1,1.12279,2,3,0,8.13765,0.287285
-6.7899,0.350736,1.12279,1,3,0,9.11609,0.287285
-6.97674,0.933236,1.12279,1,1,0,6.98069,0.34014
-7.19633,0.916044,1.12279,1,1,0,7.26401,0.378674
-6.77533,1,1.12279,1,3,0,7.03975,0.279942
-8.0977,0.687789,1.12279,1,3,0,8.10136,0.480944
-7.12704,1,1.12279,1,1,0,7.78772,0.367709
-6.9452,1,1.12279,1,1,0,7.11287,0.333373
-7.08101,0.947986,1.12279,1,1,0,7.14164,0.359909
-6.95039,1,1.12279,1,1,0,7.09259,0.334518
-6.79902,1,1.12279,2,3,0,6.90166,0.291263
-6.99923,0.928072,1.12279,1,1,0,7.00511,0.344705
-7.38045,0.856831,1.12279,1,1,0,7.44895,0.404494
-7.02426,1,1.12279,1,1,0,7.3149,0.349573
-6.74887,0.796341,1.12279,2,3,0,7.75283,0.244879
-6.76825,0.995188,1.12279,1,3,0,6.76869,0.225437
-7.82243,0.816431,1.12279,2,3,0,8.1119,0.101701
-6.74929,0.885289,1.12279,2,3,0,8.2903,0.256338
-6.82622,0.966671,1.12279,2,3,0,6.90224,0.202867
-7.02223,0.949161,1.12279,1,1,0,7.02404,0.165832
-7.01653,1,1.12279,1,1,0,7.09195,0.166617
-7.9812,0.835632,1.12279,2,3,0,8.58123,0.0940285
-6.83388,0.995058,1.12279,1,3,0,7.79387,0.200732
-7.29146,0.920923,1.12279,1,3,0,7.29527,0.13682
-6.78129,1,1.12279,1,3,0,7.17727,0.218719
-7.04844,0.923457,1.12279,2,3,0,7.26385,0.354084
-8.12212,0.817016,1.12279,2,3,0,8.18847,0.483133
-8.12212,0.561405,1.12279,1,1,0,9.37529,0.483133
-6.77399,1,1.12279,1,3,0,7.60653,0.279179
-6.84471,0.786088,1.12279,2,3,0,7.5919,0.307452
-6.7779,0.934407,1.12279,2,3,0,7.12674,0.220303
-6.85234,0.991118,1.12279,2,3,0,6.86492,0.309768
-6.85234,0.881416,1.12279,1,1,0,7.06962,0.309768
-6.74957,1,1.12279,1,3,0,6.81951,0.256993
-6.89345,0.961502,1.12279,1,3,0,6.89716,0.321076
-6.78654,0.989477,1.12279,1,3,0,6.9394,0.216419
-6.78533,1,1.12279,1,1,0,6.79735,0.216936
-6.77142,1,1.12279,1,1,0,6.78615,0.223633
-7.23091,0.741626,1.12279,2,3,0,8.13026,0.383852
-10.0976,0.294143,1.12279,1,1,0,10.1893,0.617612
-8.17875,1,1.12279,1,1,0,9.76282,0.488136
-8.17875,0.516937,1.12279,1,1,0,9.55878,0.488136
-6.93805,1,1.12279,1,1,0,7.69549,0.331771
-6.8542,1,1.12279,2,3,0,6.93616,0.31032
-7.60344,0.743139,1.12279,1,1,0,7.61361,0.431409
-9.1358,0.515605,1.12279,1,1,0,9.40707,0.560497
-6.75013,1,1.12279,1,3,0,8.33863,0.241943
-6.88087,0.968015,1.12279,1,3,0,6.8896,0.189535
-6.78414,1,1.12279,1,1,0,6.85452,0.21745
-6.78414,0.478074,1.12279,1,3,0,8.89511,0.21745
-6.80374,0.974518,1.12279,2,3,0,6.93572,0.209897
-6.78787,1,1.12279,1,1,0,6.80842,0.215865
-6.7588,0.991181,1.12279,2,3,0,6.84737,0.231956
-6.93237,0.952962,1.12279,1,3,0,6.97087,0.330478
-7.39334,0.831286,1.12279,1,1,0,7.43398,0.40616
-7.12079,1,1.12279,1,1,0,7.40347,0.366676
-6.84453,1,1.12279,2,3,0,7.12571,0.197939
-7.06248,0.941672,1.12279,1,3,0,7.22812,0.356628
-8.49206,0.705496,1.12279,2,3,0,8.50182,0.0743561
-7.68677,1,1.12279,1,1,0,8.40339,0.109066
-7.19015,1,1.12279,1,1,0,7.60912,0.146272
-7.20674,0.996418,1.12279,1,1,0,7.31441,0.144628
-7.54611,0.934301,1.12279,1,1,0,7.58904,0.117683
-7.86446,0.947507,1.12279,1,1,0,7.96177,0.0995781
-7.16352,1,1.12279,1,1,0,7.73045,0.149
-8.38347,0.873149,1.12279,1,3,0,8.39778,0.0780194
-7.17413,1,1.12279,2,3,0,7.9782,0.375251
-7.715,0.797332,1.12279,1,1,0,7.84636,0.443609
-6.87902,1,1.12279,1,1,0,7.39538,0.317299
-7.29197,0.849969,1.12279,1,1,0,7.31581,0.392595
-6.83023,0.983789,1.12279,1,3,0,7.34308,0.201736
-6.89121,0.983468,1.12279,1,1,0,6.90496,0.187393
-6.89121,0.833447,1.12279,1,3,0,7.78383,0.187393
-6.89121,0.804147,1.12279,1,3,0,7.97025,0.187393
-7.0885,0.951694,1.12279,1,1,0,7.09919,0.157372
-6.87697,1,1.12279,1,1,0,7.04221,0.190368
-6.77032,1,1.12279,1,1,0,6.84593,0.224245
-6.77032,0.45866,1.12279,1,3,0,8.92296,0.224245
-6.75274,1,1.12279,1,1,0,6.76498,0.23799
-6.7585,0.999373,1.12279,2,3,0,6.75865,0.268376
-6.76937,0.965628,1.12279,2,3,0,6.88297,0.276404
-6.75124,0.88167,1.12279,2,3,0,7.2762,0.240063
-6.75083,0.995477,1.12279,2,3,0,6.77474,0.240717
-6.75931,0.993466,1.12279,2,3,0,6.78189,0.23154
-6.80843,0.985713,1.12279,1,3,0,6.83392,0.29503
-6.7669,1,1.12279,2,3,0,6.80053,0.226254
-6.78684,0.997816,1.12279,2,3,0,6.78716,0.285857
-6.82525,0.782118,1.12279,2,3,0,7.6042,0.301129
-7.11557,0.895077,1.12279,1,1,0,7.12623,0.365808
-6.88058,1,1.12279,2,3,0,7.07254,0.189597
-6.74825,0.99421,1.12279,2,3,0,6.90987,0.247356
-6.78297,0.987896,1.12279,2,3,0,6.81116,0.217964
-6.76246,1,1.12279,2,3,0,6.77866,0.229167
-6.96313,0.945941,1.12279,1,3,0,7.01033,0.337275
-6.83566,1,1.12279,1,1,0,6.93534,0.304594
-6.83566,0.844303,1.12279,1,1,0,7.11334,0.304594
-6.85435,0.997701,1.12279,2,3,0,6.8832,0.310365
-6.97324,0.955785,1.12279,1,1,0,7.00073,0.339411
-6.78964,0.988819,1.12279,1,3,0,7.01132,0.215144
-7.4502,0.640807,1.12279,2,3,0,8.82111,0.413334
-7.41392,1,1.12279,1,1,0,7.69526,0.408791
-7.36589,1,1.12279,1,1,0,7.63301,0.402592
-6.76717,1,1.12279,1,3,0,7.25572,0.226087
-7.02469,0.875405,1.12279,2,3,0,7.48616,0.165495
-8.67848,0.779849,1.12279,2,3,0,9.23338,0.0685856
-6.92121,0.988451,1.12279,1,3,0,8.47243,0.181649
-6.89115,0.965731,1.12279,2,3,0,7.26226,0.187406
-6.89115,0.882321,1.12279,1,3,0,7.49509,0.187406
-7.12275,0.938737,1.12279,1,3,0,7.35133,0.367001
-8.16665,0.463366,1.12279,2,3,0,9.65415,0.0861159
-8.87062,0.917686,1.12279,1,1,0,8.95681,0.0632344
-7.85649,1,1.12279,2,3,0,8.75368,0.0999754
-7.85649,0.950903,1.12279,1,1,0,8.28304,0.0999754
-7.96735,0.983194,1.12279,1,1,0,8.16595,0.0946618
-6.74972,0.873374,1.12279,2,3,0,8.49615,0.257336
-6.85461,0.898631,1.12279,2,3,0,7.15756,0.310439
-6.75394,1,1.12279,1,3,0,6.81978,0.263764
-7.19014,0.880386,1.12279,1,3,0,7.31258,0.146273
-7.40527,0.985513,1.12279,2,3,0,7.46699,0.12759
-11.0388,0.661784,1.12279,1,3,0,11.694,0.0274287
-9.82548,1,1.12279,1,1,0,11.0451,0.0431619
-9.3206,1,1.12279,1,1,0,10.0109,0.0526173
-9.64965,0.973413,1.12279,1,1,0,9.93209,0.046207
-8.05529,0.909818,1.12279,1,3,0,9.46104,0.0907444
-8.24697,0.973865,1.12279,1,1,0,8.44825,0.0829851
-6.75606,0.919197,1.12279,1,3,0,8.1537,0.234382
-6.78123,0.897177,1.12279,2,3,0,7.2592,0.283095
-6.89985,0.980599,1.12279,2,3,0,6.9107,0.185672
-6.80629,0.955601,1.12279,2,3,0,7.31588,0.209031
-6.8968,0.951665,1.12279,2,3,0,7.12116,0.321928
-6.8968,0.801586,1.12279,1,1,0,7.25624,0.321928
-6.78851,1,1.12279,2,3,0,6.8632,0.28664
-6.8376,0.748675,1.12279,2,3,0,7.75976,0.305219
-6.74946,1,1.12279,1,3,0,6.8095,0.256751
-6.7713,0.788427,1.12279,2,3,0,7.78031,0.223697
-6.7713,0.559712,1.12279,1,3,0,9.28953,0.223697
-6.75071,0.99845,1.12279,1,3,0,6.7734,0.259244
-7.12137,0.571422,1.12279,2,3,0,8.90872,0.366772
-7.68834,0.7897,1.12279,1,1,0,7.79738,0.440758
-6.79922,1,1.12279,2,3,0,7.34372,0.291345
-7.61434,0.758672,1.12279,1,3,0,8.02808,0.113364
-6.88162,1,1.12279,1,3,0,7.45255,0.189375
-7.176,0.976437,1.12279,2,3,0,7.17882,0.147707
-6.9974,1,1.12279,1,1,0,7.16661,0.169333
-6.83487,1,1.12279,1,1,0,6.95893,0.200466
-6.74813,0.999138,1.12279,1,3,0,6.81642,0.248203
-7.35767,0.781155,1.12279,2,3,0,7.95308,0.131297
-7.35767,0.381777,1.12279,1,3,0,12.5652,0.131297
-7.16545,1,1.12279,1,1,0,7.37893,0.148798
-7.15916,1,1.12279,1,1,0,7.26782,0.149457
-8.17437,0.939621,1.12279,2,3,0,8.58906,0.487752
-6.74997,1,1.12279,1,3,0,7.72707,0.242242
-6.91719,0.954094,1.12279,2,3,0,7.02041,0.182382
-6.74854,0.994529,1.12279,1,3,0,6.89282,0.254029
-7.18008,0.908235,1.12279,2,3,0,7.31048,0.14729
-7.73837,0.945768,1.12279,2,3,0,7.76995,0.446078
-7.07748,1,1.12279,1,1,0,7.55242,0.35929
-6.83707,1,1.12279,1,1,0,7.00132,0.305046
-6.94503,0.986712,1.12279,2,3,0,6.96702,0.333335
-8.08184,0.62693,1.12279,1,1,0,8.11209,0.479511
-7.22056,1,1.12279,1,1,0,7.85544,0.382321
-6.95272,1,1.12279,1,1,0,7.16971,0.33503
-7.77979,0.842017,1.12279,2,3,0,7.79846,0.103928
-7.00615,0.971264,1.12279,2,3,0,8.1718,0.168076
-7.72255,0.934696,1.12279,2,3,0,8.0286,0.444411
-7.55091,1,1.12279,1,1,0,7.95857,0.425401
-7.80007,0.966272,1.12279,2,3,0,8.10476,0.452462
-7.8615,0.973847,1.12279,1,1,0,8.28515,0.458639
-10.3471,0.620906,1.12279,2,3,0,10.6822,0.63065
-7.05814,1,1.12279,2,3,0,8.98984,0.355848
-7.05814,0.389782,1.12279,1,1,0,8.39542,0.355848
-7.5393,0.820391,1.12279,1,1,0,7.62663,0.424047
-7.5393,0.234212,1.12279,1,1,0,9.6705,0.424047
-7.5393,0.402044,1.12279,1,3,0,9.50673,0.424047
-9.0921,0.511424,1.12279,1,1,0,9.3366,0.557593
-6.7523,1,1.12279,1,3,0,8.32908,0.238561
-6.7523,0.805323,1.12279,1,3,0,7.32819,0.238561
-7.06252,0.925304,1.12279,2,3,0,7.22075,0.160551
-7.06252,0.696783,1.12279,1,3,0,9.38888,0.160551
-7.11647,0.937546,1.12279,2,3,0,7.64619,0.365958
-7.59605,0.923951,1.12279,2,3,0,7.70663,0.430574
-8.09142,0.807822,1.12279,1,1,0,8.40234,0.480377
-7.24075,1,1.12279,1,1,0,7.87747,0.385295
-7.02871,0.919063,1.12279,1,3,0,7.66481,0.16495
-7.54646,0.893569,1.12279,1,1,0,7.55039,0.11766
-6.97967,1,1.12279,2,3,0,7.36439,0.340745
-6.79261,1,1.12279,2,3,0,7.00275,0.213968
-6.86646,0.936181,1.12279,2,3,0,7.16537,0.313852
-7.60506,0.745399,1.12279,1,1,0,7.61852,0.431592
-7.60506,0.223128,1.12279,1,1,0,9.82676,0.431592
-7.05047,1,1.12279,2,3,0,7.54373,0.162083
-7.00852,0.954398,1.12279,2,3,0,7.39875,0.346537
-6.76399,0.996482,1.12279,1,3,0,6.98701,0.22812
-6.81908,0.983717,1.12279,1,1,0,6.81943,0.204962
-7.10099,0.919923,1.12279,2,3,0,7.41382,0.155899
-8.03356,0.841994,1.12279,2,3,0,8.70688,0.0916897
-7.57105,1,1.12279,1,1,0,8.02924,0.116072
-7.53739,1,1.12279,1,1,0,7.7356,0.118256
-7.00726,1,1.12279,1,1,0,7.42277,0.167918
-8.22566,0.849101,1.12279,1,3,0,8.26485,0.0837997
-6.93194,1,1.12279,1,3,0,8.01006,0.179739
-6.9045,0.885796,1.12279,2,3,0,7.66407,0.323852
-9.95577,0.394733,1.12279,1,3,0,12.4127,0.0410559
-8.33373,1,1.12279,1,1,0,9.78602,0.0797799
-8.79126,0.947523,1.12279,1,1,0,8.94896,0.0653771
-8.04646,1,1.12279,1,1,0,8.76484,0.0911266
-10.2139,0.808673,1.12279,1,3,0,10.253,0.0372223
-9.28414,1,1.12279,1,1,0,10.2561,0.0533914
-9.76545,0.961711,1.12279,1,1,0,9.9958,0.0441743
-7.31099,1,1.12279,1,3,0,9.56795,0.135143
-6.74823,0.977887,1.12279,1,3,0,7.23701,0.247454
-8.38443,0.655004,1.12279,1,3,0,8.88174,0.0779861
-7.55941,1,1.12279,1,1,0,8.27422,0.116819
-7.08713,1,1.12279,1,1,0,7.47181,0.157535
-6.94051,1,1.12279,2,3,0,7.07717,0.17826
-7.19008,0.935077,1.12279,1,3,0,7.48483,0.377718
-6.87644,1,1.12279,2,3,0,7.17848,0.190482
-6.85119,1,1.12279,1,1,0,6.89447,0.196278
-6.83188,1,1.12279,1,1,0,6.86668,0.201279
-6.75086,0.807686,1.12279,2,3,0,7.97616,0.25949
-6.74936,0.846498,1.12279,2,3,0,7.46479,0.243579
-6.76535,0.996004,1.12279,2,3,0,6.77317,0.273739
-7.21914,0.867588,1.12279,1,3,0,7.38658,0.143426
-6.74815,0.980143,1.12279,1,3,0,7.16129,0.251979
-6.74815,0.771018,1.12279,1,3,0,7.65425,0.251979
-6.89341,0.962917,1.12279,2,3,0,6.96025,0.186948
-6.93068,0.907223,1.12279,2,3,0,7.49446,0.33009
-6.76343,0.695254,1.12279,2,3,0,8.09957,0.27236
-7.05138,0.913129,1.12279,1,3,0,7.15991,0.161965
-6.75285,0.983756,1.12279,1,3,0,7.03012,0.262413
-6.75285,0.591119,1.12279,1,3,0,8.75924,0.262413
-7.16094,0.888509,1.12279,1,3,0,7.27051,0.14927
-6.77389,0.983471,1.12279,2,3,0,7.2799,0.222312
-6.84308,0.979829,1.12279,1,3,0,6.89263,0.306946
-6.76287,1,1.12279,1,1,0,6.81535,0.271942
-7.31055,0.814874,1.12279,2,3,0,7.68569,0.13518
-7.14923,1,1.12279,1,1,0,7.34088,0.150512
-7.24572,0.9931,1.12279,2,3,0,7.32458,0.14092
-7.7107,0.879737,1.12279,1,3,0,8.42069,0.443153
-7.7107,0.360048,1.12279,1,3,0,9.85511,0.443153
-6.74934,1,1.12279,1,3,0,7.42072,0.243629
-6.76085,0.997245,1.12279,1,3,0,6.76087,0.230345
-6.81339,0.969797,1.12279,2,3,0,6.91909,0.296901
-6.7632,1,1.12279,1,1,0,6.79723,0.27219
-8.37189,0.637948,1.12279,1,3,0,8.38353,0.50447
-7.16572,0.894076,1.12279,1,3,0,8.88021,0.14877
-6.9297,1,1.12279,1,1,0,7.12173,0.180133
-7.03571,0.973989,1.12279,1,1,0,7.06552,0.164013
-6.81544,1,1.12279,1,1,0,6.97692,0.206077
-6.95325,0.963192,1.12279,1,1,0,6.95666,0.176136
-6.75502,1,1.12279,1,3,0,6.9039,0.235414
-7.26802,0.884294,1.12279,1,3,0,7.32633,0.13889
-8.23958,0.845601,1.12279,2,3,0,9.03261,0.0832663
-7.98798,1,1.12279,1,1,0,8.37904,0.0937208
-7.11004,0.998577,1.12279,1,3,0,7.81321,0.154853
-6.82442,0.974466,1.12279,2,3,0,7.34237,0.203386
-8.4583,0.723093,1.12279,1,3,0,8.70341,0.0754697
-7.44344,1,1.12279,1,1,0,8.29398,0.124758
-7.43578,1,1.12279,1,1,0,7.60187,0.125316
-8.24161,0.873615,1.12279,1,1,0,8.25477,0.0831889
-6.97128,1,1.12279,1,3,0,8.02244,0.173258
-6.97128,0.884548,1.12279,1,3,0,7.67287,0.173258
-6.74886,0.996732,1.12279,2,3,0,6.97788,0.255141
-6.84466,0.975629,1.12279,2,3,0,6.88605,0.197905
-7.28133,0.916525,1.12279,2,3,0,7.55812,0.391107
-6.89678,1,1.12279,1,1,0,7.16002,0.321924
-6.78071,0.990759,1.12279,1,3,0,6.93193,0.218984
-6.91546,0.978152,1.12279,2,3,0,6.96281,0.326518
-7.24519,0.877566,1.12279,1,1,0,7.28444,0.385941
-6.80534,1,1.12279,1,1,0,7.08056,0.293826
-6.76367,0.907469,1.12279,2,3,0,7.11957,0.272539
-7.39394,0.837666,1.12279,1,3,0,7.39691,0.406238
-7.14899,1,1.12279,1,1,0,7.42829,0.371275
-7.14899,0.401051,1.12279,1,3,0,9.26331,0.371275
-6.75112,1,1.12279,1,3,0,7.05198,0.240243
-6.75112,0.63729,1.12279,1,3,0,7.89975,0.240243
-7.29547,0.794952,1.12279,2,3,0,7.90339,0.136472
-6.90426,0.757783,1.12279,2,3,0,9.63953,0.184815
-7.06481,0.95587,1.12279,1,3,0,7.30111,0.357045
-8.29482,0.750064,1.12279,2,3,0,8.30356,0.0811956
-6.78363,0.940479,1.12279,1,3,0,8.1514,0.21767
-6.88734,0.970878,1.12279,1,1,0,6.88825,0.188185
-6.86581,1,1.12279,1,1,0,6.91104,0.192834
-6.87929,0.890855,1.12279,2,3,0,7.52302,0.317372
-6.75089,0.970304,1.12279,2,3,0,7.00564,0.240616
-7.46306,0.837394,1.12279,1,3,0,7.58189,0.123347
-7.46306,0.839394,1.12279,1,3,0,9.64274,0.123347
-7.29788,1,1.12279,1,1,0,7.52227,0.136263
-6.89051,1,1.12279,1,1,0,7.19877,0.187536
-7.5994,0.891859,1.12279,1,3,0,7.60973,0.114286
-7.18639,1,1.12279,1,1,0,7.54638,0.146649
-6.74803,0.983052,1.12279,1,3,0,7.1279,0.250638
-7.0792,0.664726,1.12279,2,3,0,8.33573,0.359591
-6.96601,1,1.12279,1,1,0,7.1049,0.337889
-6.88435,1,1.12279,1,1,0,6.976,0.318716
-6.8496,1,1.12279,2,3,0,6.90368,0.308945
-10.5874,0.374073,1.12279,2,3,0,10.6008,0.0323737
-10.8578,0.986024,1.12279,1,1,0,11.2391,0.0293036
-6.81422,1,1.12279,2,3,0,10.1109,0.206455
-6.77098,1,1.12279,1,1,0,6.80347,0.223872
-6.98848,0.887424,1.12279,2,3,0,7.42845,0.170644
-7.02509,0.997044,1.12279,2,3,0,7.08202,0.165441
-8.0324,0.581764,1.12279,2,3,0,10.8085,0.0917407
-9.12855,0.87298,1.12279,1,1,0,9.14947,0.0568555
-6.76368,1,1.12279,2,3,0,8.55483,0.272544
-6.74817,0.976618,1.12279,2,3,0,6.86172,0.25219
-7.96081,0.716314,1.12279,1,3,0,7.9955,0.46828
-7.92778,1,1.12279,2,3,0,8.42726,0.465118
-7.92778,0.653166,1.12279,1,3,0,9.06115,0.465118
-6.79507,1,1.12279,1,3,0,7.72495,0.213025
-6.77109,1,1.12279,1,1,0,6.79162,0.223813
-6.82056,0.918178,1.12279,2,3,0,7.19843,0.299497
-7.85483,0.665136,1.12279,1,1,0,7.85638,0.457977
-8.36444,0.924611,1.12279,2,3,0,8.78603,0.503859
-10.129,0.47054,1.12279,1,1,0,10.6998,0.619291
-10.129,0.810021,1.12279,1,1,0,11.8149,0.619291
-7.19774,1,1.12279,1,1,0,8.9592,0.378889
-8.18992,0.809326,1.12279,2,3,0,8.19017,0.0851918
-6.75976,0.980738,1.12279,2,3,0,8.23688,0.269468
-7.08065,0.906135,1.12279,1,3,0,7.18905,0.158316
-7.08958,0.949475,1.12279,2,3,0,7.52919,0.361396
-8.57354,0.534809,1.12279,1,1,0,8.6459,0.520465
-9.03505,0.933082,1.12279,2,3,0,9.76933,0.553753
-9.03505,0.719922,1.12279,1,1,0,10.3903,0.553753
-7.68177,1,1.12279,1,1,0,8.75957,0.44005
-8.15793,0.814065,1.12279,1,1,0,8.50663,0.486308
